fid,Organizati,Address,City,State,Postcode,Main Phone,Discipline,Council Di,Community,Borough,Latitude,Longitude,Census Tra,BIN,BBL,NTA
"1006","Smack Mellon Studios, Inc.",92 Plymouth Street,Brooklyn,NY,"11201",(718) 834-8761,Visual Arts,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.703875,-73.9901,"21","3344162",3000270020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"1007",So Percussion,20 Grand Avenue,Brooklyn,NY,"11205",(718) 869-9358,Music,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.697112,-73.964763,"543","3330875",3018770035,park-cemetery-etc-Brooklyn
"1008","SoHarlem, Inc.",1361 Amsterdam Avenue,New York,NY,"10027",(212) 222-2792,Other,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,40.814216,-73.95564,"21303","1081781",1019670040,Manhattanville
"1009",Society for the Preservation and Encouragement of Barber Shop Quartet,"PO Box 522, Cooper Union Station",New York,NY,"10276",(631) 221-2911,Music,Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.729365,-73.990486,"42","1006642",1004620001,East Village
"1010","Society of Illustrators, Inc.",128 East 63rd Street,New York,NY,"10065",(212) 838-2560,Museum,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.764897,-73.966774,"11402","1042056",1013970060,Upper East Side-Carnegie Hill
"1011","Society of the Educational Arts, Inc.","107 Suffolk Street, 2nd Floor",New York,NY,"10002",(212) 529-1545,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718943,-73.986122,"1402","1004301",1003530054,Lower East Side
"1012","Society of the Third Street Music School Settlement, Inc.",235 East 11th Street,New York,NY,"10003",(212) 777-3240 x124,Music,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.730806,-73.987364,"40","1006849",1004677501,East Village
"1013","Soho 20 Artists, Inc.",56 Bogart Street,Brooklyn,NY,"11206",(212) 367-8994,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Brooklyn,40.705533,-73.933351,"453","3071424",3030930001,Bushwick North
"1014","Soho Repertory Theatre, Inc.",401 Broadway,New York,NY,"10013",(212) 941-8632 x201,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.71871,-74.002482,"33","1002310",1001940042,SoHo-TriBeCa-Civic Center-Little Italy
"1015","Soho Think Tank, Inc.",154 Christopher Street,New York,NY,"10014",(212) 966-4844,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.73273,-74.008129,"69","1010421",1006040033,West Village
"1016","Solo Foundation, Inc.","230 West 38th Street, 9th Floor",New York,NY,"10018",(212) 643-2036,New Media,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753942,-73.989829,"109","1014462",1007870059,Midtown-Midtown South
"1017",Solomon R. Guggenheim Foundation,1071 Fifth Avenue,New York,NY,"10128",(212) 423-3688,Museum,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.782925,-73.959391,"15002","1046946",1015000001,Upper East Side-Carnegie Hill
"1018","Songs of Solomon: An Inspirational Ensemble, Inc.","151 West 136th Street, 2nd floor",New York,NY,"10030",(212) 281-2674,Music,Manhattan Council District #10,Manhattan Community Board #10,Manhattan,40.815382,-73.941788,"228","1075466",1019210010,Central Harlem North-Polo Grounds
"1019","Sons of the Revolution in the State of New York, Inc.",54 Pearl Street,New York,NY,"10004",(212) 425-1778 x30,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.703496,-74.011375,"9","1078965",1000070035,Battery Park City-Lower Manhattan
"1020",Sophie Gerson Healthy Youth,505 LaGuardia Place,New York,NY,"10012",(917) 836-3272,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.727667,-73.999282,"5501","1008241",1005240001,West Village
"1021",Sound Business Inc.,315 East 14th St. Suite 5B,New York,NY,"10003",(212) 690-6800,"Multi-Discipline, Performing",Manhattan Council District #9,Manhattan Community Board #9,Manhattan,40.732082,-73.984283,"48","1020393",1009210010,Gramercy
"1022","South Asian International Film Festival, Inc.",114 Franklin Street,New York,NY,"10013",(917) 902-6706,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718633,-74.006082,"33","1001984",1001780010,SoHo-TriBeCa-Civic Center-Little Italy
"1023",South Street Seaport Museum,12 Fulton Street,New York,NY,"10038",(212) 748-8770,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.706631,-74.003495,"1502","1085798",1000740001,Battery Park City-Lower Manhattan
"1024",Southside United Housing Development Fund Corp,213 South 4th Street,Brooklyn,NY,"11211",(718) 387-3600,Museum,Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.710664,-73.959594,"523","3063322",3024330042,North Side-South Side
"1025","Spanish Dance Arts Company, Inc.","4 West 43rd Street, Ste. 608",New York,NY,"10036",(212) 736-4499,Dance,Manhattan Council District #1,Manhattan Community Board #5,Manhattan,40.754371,-73.980932,"96","1034201",1012580042,Midtown-Midtown South
"1026","Spanish Theatre Repertory Company, Ltd.",138 East 27th Street,New York,NY,"10016",(212) 225-9934,Theater,Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.741889,-73.982606,"68","1018151",1008820060,Gramercy
"1027",Special Audiences and Musicians Inc,148 West 23rd Street #5F,New York,NY,"10011",(917) 359-3430,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.74349,-73.994211,"91","1014811",1007980071,Hudson Yards-Chelsea-Flatiron-Union Square
"1028","Speculum Musicae, Inc.","255 West 88th St., Apt. 10C",New York,NY,"10024",(212) 799-2227,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.789874,-73.97614,"175","1033291",1012360010,Upper West Side
"1029","St. Ann's Warehouse, Inc.",45 Water Street,Brooklyn,NY,"11201",(718) 834-8794,"Multi-Discipline, Performing",Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.70332,-73.992624,"21","3378511",3000260080,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"1030","St. Augustine's Project, Inc",333 Madison Street,New York,NY,"10002",(212) 673-5220,,,,Manhattan,40.713264,-73.9834,"202","1081965",1002670019,Lower East Side
"1031","St. Cecilia Club, Inc.",PO Box 421 FDR Station,NEW YORK,NY,"10150",(646) 638-2535,Music,Manhattan Council District #5,Manhattan Community Board #6,Manhattan,40.712269,-73.979638,"202","1003217",1002620014,Lower East Side
"1032","St. Luke's Chamber Ensemble, Inc.",450 West 37th Street,New York,NY,"10018",(212) 594-6100,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.756058,-73.996759,"111","1087066",1007347502,Hudson Yards-Chelsea-Flatiron-Union Square
"1033",St. Nicks Alliance,2 Kingsland Avenue,Brooklyn,NY,"11211",(718) 388-5454,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.715895,-73.940025,"449","3389465",3028850010,East Williamsburg
"1034",Stage Directors and Choreographers Workshop Foundation,"321 West 44th Street, 8th Floor",New York,NY,"10036",(212) 391-1070 x233,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.75889,-73.989669,"121","1080878",1010350017,Clinton
"1035",Staret...The Directors Company,311 W. 43rd St,New York,NY,"10036",(212) 246-5877,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.75818,-73.989922,"121","1024965",1010340022,Clinton
"1036",Statement Arts,2 River Terrace,New York,NY,"10282",(800) 804-0081,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #6,Manhattan Community Board #12,Manhattan,40.715534,-74.016651,"31703","1087518",1000167516,Battery Park City-Lower Manhattan
"1037",Stecher and Horowitz Foundation,"119 West 57th Street, Ste. 1401",New York,NY,"10019",(212) 581-8380,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.764655,-73.977972,"137","1023725",1010100021,Midtown-Midtown South
"1038",Stefanie Nelson Dance Group,"468 Riverside Drive, #24",New York,NY,"10027",(347) 831-3384,Dance,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,40.810679,-73.964468,"205","1059826",1019900040,Morningside Heights
"1039",Stella Adler Studio of Acting,"31 West 27th Street, 3rd floor",New York,NY,"10001",(212) 689-0087 x12,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.744747,-73.989354,"58","1015680",1008290016,Hudson Yards-Chelsea-Flatiron-Union Square
"1040","Stephen Petronio Dance Company, Inc.",140 Second Avenue,New York,NY,"10003",(212) 473-1660,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.728956,-73.987401,"38","1006362",1004500006,East Village
"1041",Stickball Printmedia Arts,"100 Bleecker Street, Apt. 8F",New York,NY,"10012",(212) 277-8021,Visual Arts,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.727153,-73.997124,"5501","1087825",1005240066,West Village
"1042","Stolen Chair Theatre Company, Inc.","64 East 94th Street, Apt. 5G",New York,NY,"10128",(212) 410-2830,Theater,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.78564,-73.954461,"16001","1047126",1015050044,Upper East Side-Carnegie Hill
"1043",Storefront for Art and Architecture,97 Kenmare Street,New York,NY,"10012",(212) 431-5795,Architecture/Design,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.721318,-73.996984,"41","1066730",1004817501,SoHo-TriBeCa-Civic Center-Little Italy
"1044","Storm Theatre, Inc.","32 West 72 Street, Suite 2B",New York,NY,"10023",(917) 841-6636,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.776949,-73.977719,"157","1028622",1011240051,Lincoln Square
"1045",Storyville Center for the Spoken Word,75 Broad Street,New York,NY,"10004",(212) 742-0552,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.704541,-74.011552,"9","1000849",1000290070,Battery Park City-Lower Manhattan
"1046","Strange Sun Theater, Inc.",65 west 90th street,"New York, NY 10024",NY,"10024",(646) 801-7143,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.788816,-73.969712,"177","1031595",1012040001,Upper West Side
"1047","Streb, Inc.",51 North 1st Street,Brooklyn,NY,"11249",(718) 384-6491,Dance,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.716767,-73.964713,"555","3062433",3023630038,North Side-South Side
"1048","Studio Dante, Inc.",499 Canal Street,New York,NY,"10013",(212) 239-4500,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.724126,-74.008493,"37","1010320",1005940113,SoHo-TriBeCa-Civic Center-Little Italy
"1049",Studio Museum in Harlem,144 West 125th Street,New York,NY,"10027",(212) 864-4500,Visual Arts,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.808523,-73.947278,"222","1057819",1019090009,Central Harlem South
"1050","Studio in a School Association, Inc.",75 West End Avenue,New York,NY,"10023",(212) 765-5900 x10,Visual Arts,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.77422,-73.989237,"151","1088686",1011710063,Lincoln Square
"1051","Stuttering Association for the Young, Inc.",247 W 37 Street,New York,NY,"10018",(212) 414-9696,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753475,-73.990594,"109","1014454",1007870011,Midtown-Midtown South
"1052","Sweet Jane Productions, Inc.","37 Grand Avenue, 3rd Floor",Brooklyn,NY,"11205",(917) 913-9610,Theater,Brooklyn Council District #35,Brooklyn Community Board #10,Brooklyn,40.696728,-73.964666,"543","3334520",3018780006,park-cemetery-etc-Brooklyn
"1053",Swiss Institute,"117 Second Avenue, Floor 2",New York,NY,"10003",(212) 925-2035,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.727897,-73.988191,"38","1006651",1004620023,East Village
"1054","Sympho, Inc.","235 West 108th Street, #32",New York,NY,"10025",(917) 412-1848,,,,Manhattan,40.802393,-73.966282,"195","1056675",1018800010,Morningside Heights
"1055","Symphony Space, Inc.",2537 Broadway,New York,NY,"10025",(212) 864-1414 x231,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.793842,-73.972393,"183","1033687",1012420055,Upper West Side
"1056",Synagogue for the Arts,49 White Street,New York,NY,"10013",(212) 966-7141,Visual Arts,Manhattan Council District #1,,Manhattan,40.718526,-74.004156,"33","1001933",1001750022,SoHo-TriBeCa-Civic Center-Little Italy
"1057",Synapse Productions,220 East 4th Street,New York,NY,"10009",(212) 674-2716,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.723658,-73.983433,"32","1081927",1003990020,East Village
"1058","T. Schreiber Studio, Inc.",151 West 26th Street,New York,NY,"10001",(212) 741-0209,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.745428,-73.992872,"95","1015034",1008020008,Midtown-Midtown South
"1059",T.O.A.S.T.,50 White Street,New York,NY,"10013",(917) 291-1316,Visual Arts,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718521,-74.004098,"33","1002197",1001930010,SoHo-TriBeCa-Civic Center-Little Italy
"1060","TADA! Theater and Dance Alliance, Inc.","15 West 28th Street, Third Floor",New York,NY,"10001",(212) 252-1619 x21,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.74515,-73.988383,"76","1015728",1008300030,Midtown-Midtown South
"1061","TENET NYC, Inc.",262 West 107th Street,New York,NY,"10025",(212) 580-3326,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.801841,-73.966961,"195","1056645",1018780052,Morningside Heights
"1062","TOSOS II, Inc.","688 10th Avenue, #4N",New York,NY,"10019",(718) 593-7525,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.763565,-73.992589,"127","1026580",1010580002,Clinton
"1063",TRANSBORDERART INC,42-47 27 street,Long Island City,NY,"11101",(347) 408-6500,Visual Arts,Queens Council District #26,Queens Community Board #2,Queens,40.749011,-73.940905,"19","4005108",4004310010,Hunters Point-Sunnyside-West Maspeth
"1064","Taiwanese American Council of Greater New York, Inc.",120 E 36 St,New York,NY,"10016",(212) 300-6672,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.747959,-73.979457,"80","1018931",1008910077,Murray Hill-Kips Bay
"1065","Take Wing and Soar Productions, Inc.","45 Tiemann Place, Ste. 3G",New York,NY,"10027",(212) 696-6575,Theater,Manhattan Council District #9,Manhattan Community Board #9,Manhattan,40.815436,-73.959465,"211","1059883",1019950016,Morningside Heights
"1066","Tamar Rogoff Performance Projects, Inc.",170 Avenue C,New York,NY,"10009",(212) 533-8589,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.726196,-73.977281,"28","1078025",1003820100,Lower East Side
"1067",Tamarind Art Council,142 East 39th Street,New York,NY,"10016",(212) 200-8000 x102,Dance,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.749364,-73.977032,"80","1019153",1008940057,Murray Hill-Kips Bay
"1068","Tank, Ltd.",151 West 46th Street,New York,NY,"10036",(212) 563-6269,"Multi-Discipline, Performing",Manhattan Council District #4,Manhattan Community Board #5,Manhattan,40.757998,-73.983667,"125","1022663",1009990009,Midtown-Midtown South
"1069","Teatro Circulo, Ltd.","65 East 4th Street, Apt. 11",New York,NY,"10003",(212) 505-1808,Theater,Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.726695,-73.990594,"38","1077980",1004600054,East Village
"1070","Tectonic Theater Project, Inc.","520 Eighth Ave., #313",New York,NY,"10018",(212) 579-6111,Theater,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"1071",Temple of Understanding,"211 East 43rd Street, Apt. 1600",New York,NY,"10017",(212) 573-9224,"Multi-Discipline, Non-Perform",Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.751238,-73.973458,"88","1037556",1013170007,Turtle Bay-East Midtown
"1072",Temporary Distortion Theater Corp.,"332 East 4th Street, #44",New York,NY,"10009",(718) 729-5914,Theater,Queens Council District #22,Queens Community Board #1,Manhattan,40.721766,-73.978971,"2601","1004387",1003730019,Lower East Side
"1073","Ten O'Clock Classics, Inc.","230 Central Park South, Ste. 9F",New York,NY,"10019",(212) 629-6004,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,40.767236,-73.97996,"137","1024921",1010300048,Midtown-Midtown South
